,Changepoint,M1,E1,M2,E2
3106,125,1,0.2,0,0.85
3107,108,2,1.65,3,1.6
3108,36,0,1.0,0,0.05
3109,192,2,1.4,0,0.85
3110,163,0,0.65,3,1.1
3111,123,2,0.1,1,0.35
3112,195,1,0.6,3,1.9
3113,48,1,0.35,2,0.7
3114,130,3,1.2,1,0.05
3115,88,1,0.85,1,0.15
3116,159,1,0.45,2,0.15
3117,8,4,0.4,3,1.8
3118,101,2,1.1,2,0.9
3119,20,2,0.65,1,0.6
3120,158,0,0.05,0,0.7
3121,148,3,1.85,3,1.5
3122,175,4,1.85,3,1.35
3123,135,1,0.4,2,1.85
3124,156,1,0.25,4,1.85
3125,167,3,1.75,0,0.7
3126,60,1,0.45,0,0.1
3127,143,0,0.9,3,1.65
3128,7,4,0.9,4,0.55
3129,59,3,1.05,2,0.1
3130,77,3,1.15,0,0.1
3131,68,4,0.8,0,0.25
3132,142,2,0.95,3,1.9
3133,27,3,1.95,4,0.2
3134,109,1,0.3,1,0.8
3135,119,0,0.05,4,1.25
3136,3,2,0.35,0,0.1
3137,123,3,1.65,2,0.9
3138,177,3,1.3,4,0.65
3139,75,2,0.2,3,1.45
3140,38,4,0.05,1,0.55
3141,55,2,1.2,1,0.65
3142,45,3,1.1,1,0.05
3143,116,2,0.55,0,0.6
3144,163,4,0.15,1,0.7
3145,16,0,0.75,0,0.25
3146,144,4,0.75,0,0.2
3147,188,0,0.95,0,0.65
3148,171,3,1.6,0,0.55
3149,58,2,0.4,1,0.75
3150,182,0,0.2,4,0.5
3151,139,3,1.95,1,0.9
3152,121,3,1.6,4,0.75
3153,43,0,0.3,2,1.75
3154,189,4,1.45,3,1.45
3155,58,4,1.3,2,0.15
3156,123,4,0.35,1,0.2
3157,92,4,1.4,1,0.95
3158,54,2,1.7,4,1.6
3159,96,0,0.6,1,0.15
3160,198,1,0.5,0,0.85
3161,100,4,1.05,1,1.0
3162,144,0,0.7,2,1.9
3163,30,2,1.9,4,0.1
3164,24,2,0.8,2,1.2
3165,187,4,0.35,2,0.85
3166,31,3,1.85,4,1.7
3167,154,4,0.75,3,1.8
3168,56,0,0.05,4,1.85
3169,19,0,0.15,4,0.5
3170,14,4,1.15,0,0.85
3171,56,1,0.75,2,0.7
3172,169,3,1.45,2,0.35
3173,126,1,0.55,2,0.95
3174,29,1,0.6,1,0.85
3175,128,2,1.9,1,0.6
3176,20,4,1.25,0,0.35
3177,75,1,0.15,0,0.55
3178,149,0,0.55,2,0.15
3179,127,1,0.35,3,1.6
3180,108,0,0.4,0,0.6
3181,12,1,0.55,2,0.55
3182,167,1,0.75,3,1.8
3183,88,2,0.3,1,0.95
3184,11,2,0.55,2,1.9
3185,77,1,0.8,4,1.95
3186,143,0,0.2,0,0.35
3187,141,1,0.2,1,0.15
3188,63,1,0.7,4,1.0
3189,62,4,0.7,2,1.55
3190,11,2,1.75,1,0.55
3191,21,3,1.6,1,0.15
3192,121,3,1.05,4,1.35
3193,18,3,1.6,2,0.25
3194,187,0,0.75,4,1.95
3195,198,2,0.4,1,0.35
3196,199,0,0.4,2,1.1
3197,150,0,0.35,2,0.35
3198,4,2,1.85,3,1.75
3199,114,3,1.25,3,1.75
3200,153,2,0.45,1,0.4
3201,110,4,0.4,2,1.75
3202,92,1,0.85,4,0.3
3203,26,4,1.8,4,0.05
3204,38,1,0.55,4,1.5
3205,1,3,1.8,0,0.5
3206,39,1,1.0,2,0.7
3207,146,1,0.5,2,1.15
3208,42,2,1.25,0,0.9
3209,16,2,1.15,3,1.55
3210,148,1,0.3,4,1.65
3211,24,2,0.35,3,1.6
3212,169,1,0.4,0,0.45
3213,184,1,0.15,1,0.7
3214,62,4,1.2,3,1.95
3215,51,0,0.45,4,1.85
3216,71,4,1.5,3,1.95
3217,90,1,0.9,2,1.5
3218,12,4,1.3,0,0.65
3219,105,2,0.45,2,0.4
3220,146,0,0.05,4,0.35
3221,63,0,0.3,4,0.8
3222,164,4,0.4,4,1.85
3223,20,2,0.15,0,0.95
3224,127,4,1.7,1,0.1
3225,115,3,1.5,0,0.4
3226,98,4,0.5,3,1.5
3227,81,2,0.2,2,1.65
3228,48,0,0.15,1,0.9
3229,143,1,0.45,3,1.3
3230,180,1,0.95,0,0.7
3231,88,4,0.7,2,0.65
3232,78,2,1.7,4,1.4
3233,157,0,0.05,2,1.0
3234,19,4,0.05,0,0.25
3235,28,0,0.95,4,0.25
3236,117,0,0.7,1,0.6
3237,97,2,1.05,3,1.8
3238,140,3,1.65,1,0.35
3239,7,4,1.25,0,0.45
3240,126,2,1.45,3,1.6
3241,49,4,1.6,4,1.25
3242,39,2,1.75,4,0.8
3243,81,0,0.65,4,0.4
3244,124,1,0.5,1,0.75
3245,41,2,1.4,2,1.35
3246,51,4,0.6,2,1.05
3247,60,3,1.55,3,1.25
3248,19,1,0.5,0,0.1
3249,36,4,0.5,4,0.75
3250,56,0,0.15,2,1.95
3251,31,4,0.1,2,1.5
3252,37,4,1.9,0,0.45
3253,121,0,0.95,3,2.0
3254,143,3,1.7,2,0.85
3255,172,3,1.6,0,0.6
3256,156,3,1.2,2,0.2
3257,34,2,0.45,2,1.25
3258,55,2,0.55,1,0.75
3259,59,4,1.65,4,1.8
3260,117,3,1.45,1,0.9
3261,139,4,0.3,4,1.1
3262,51,4,0.45,4,1.95
3263,128,2,0.6,0,0.25
3264,162,1,0.6,4,0.45
3265,59,4,0.8,1,0.85
3266,126,2,1.1,4,1.15
3267,90,0,0.95,1,0.2
3268,61,2,0.1,3,1.2
3269,101,1,0.8,1,1.0
3270,177,4,1.65,4,0.05
3271,56,4,2.0,4,0.4
3272,38,1,0.6,3,1.25
3273,48,0,0.1,4,0.55
3274,194,3,1.35,0,0.1
3275,130,3,1.9,2,1.6
3276,2,2,0.25,3,1.95
3277,179,1,0.8,0,0.7
3278,8,3,1.5,3,1.8
3279,65,1,0.5,2,0.55
3280,97,3,1.6,2,0.1
3281,110,1,0.95,0,0.7
3282,37,4,1.15,4,1.9
3283,74,1,0.75,4,0.2
3284,130,1,0.45,4,0.25
3285,3,3,1.6,1,0.6
3286,77,4,0.6,0,1.0
3287,135,1,0.25,2,1.6
3288,36,2,1.6,3,1.35
3289,94,2,1.05,0,0.85
3290,120,1,0.5,0,0.9
3291,152,3,1.25,1,0.95
3292,165,1,1.0,4,1.3
3293,133,0,0.8,0,1.0
3294,195,0,0.4,4,0.65
3295,139,4,0.85,0,0.05
3296,161,0,0.5,3,1.9
3297,103,4,0.95,2,1.65
3298,85,4,0.6,3,2.0
3299,53,3,1.5,0,0.15
3300,8,4,0.85,3,1.65
3301,100,1,1.0,0,0.55
3302,92,2,1.9,2,1.35
3303,114,1,0.8,1,0.05
3304,188,0,0.7,2,1.45
3305,33,4,1.75,3,1.3
3306,138,1,0.85,3,1.7
3307,34,1,0.45,4,1.2
3308,102,2,1.9,4,1.05
3309,194,2,0.5,3,1.7
3310,125,2,0.55,1,0.95
3311,160,2,0.9,2,1.2
3312,10,4,0.95,0,0.6
3313,189,2,1.25,0,0.15
3314,16,1,0.8,2,1.9
3315,24,3,1.05,1,0.15
3316,57,0,0.45,0,0.85
3317,64,2,0.9,2,1.9
3318,112,1,0.15,3,1.65
3319,187,1,0.25,2,1.95
3320,4,2,0.7,1,0.1
3321,168,2,0.6,2,1.3
3322,57,3,1.7,1,0.7
3323,144,2,1.45,4,0.35
3324,85,3,1.95,4,1.8
3325,146,3,1.95,4,1.55
3326,13,0,0.2,0,0.25
3327,30,1,0.45,0,1.0
3328,115,0,0.55,4,1.2
3329,196,1,0.9,3,1.15
3330,93,2,0.6,3,2.0
3331,2,1,0.7,2,0.3
3332,114,1,0.2,2,0.75
3333,135,2,0.2,2,1.8
3334,89,1,0.4,1,0.05
3335,48,0,0.9,4,1.3
3336,40,0,0.2,2,1.65
3337,195,1,0.8,2,1.05
3338,93,4,0.5,4,1.85
3339,139,0,0.4,2,1.15
3340,75,1,0.7,2,0.35
3341,188,4,0.5,3,2.0
3342,64,2,1.85,2,0.7
3343,83,2,1.85,0,0.55
3344,191,0,0.65,0,0.95
3345,193,0,0.25,3,1.3
3346,196,4,1.8,3,1.1
3347,33,0,0.4,0,0.1
3348,130,2,1.75,1,0.9
3349,11,1,0.15,1,0.05
3350,100,4,1.65,4,0.65
3351,99,3,2.0,0,0.8
3352,104,2,0.35,4,0.9
3353,78,3,1.7,3,1.15
3354,31,2,1.75,0,0.35
3355,25,2,1.95,2,1.25
3356,83,0,0.2,4,1.95
3357,163,0,0.8,4,0.95
3358,141,4,1.8,2,1.85
3359,70,1,0.8,4,0.45
3360,2,3,1.3,4,0.85
3361,162,0,0.95,1,0.85
3362,131,3,1.9,2,1.3
3363,14,4,1.95,3,1.2
3364,31,4,0.95,3,1.95
3365,96,1,0.8,3,1.85
3366,84,4,0.7,2,1.95
3367,66,4,1.4,0,0.7
3368,55,1,0.2,1,0.5
3369,86,1,0.9,0,0.35
3370,85,4,0.95,4,0.15
3371,55,2,1.7,2,1.5
3372,68,4,1.4,2,1.95
3373,67,4,1.5,3,1.2
3374,154,0,0.85,2,1.55
3375,10,4,0.05,3,1.8
3376,125,0,0.7,4,1.3
3377,77,4,1.3,0,0.2
3378,14,3,1.85,0,0.65
3379,56,4,1.55,3,1.85
3380,40,2,0.7,4,1.25
3381,192,0,0.85,4,1.7
3382,145,3,1.25,0,1.0
3383,148,4,1.3,2,0.6
3384,135,0,0.6,2,0.85
3385,22,0,0.15,0,0.3
3386,13,4,0.45,0,0.1
3387,47,1,0.15,2,0.85
3388,99,4,0.75,2,0.35
3389,149,4,0.9,3,1.6
3390,5,1,0.5,1,0.15
3391,80,1,0.9,4,0.55
3392,12,2,1.85,3,1.7
3393,16,0,0.85,3,1.3
3394,161,0,0.7,0,0.1
3395,125,4,0.15,1,0.8
3396,138,3,1.2,4,2.0
3397,51,4,0.25,0,0.95
3398,116,2,0.25,4,1.15
3399,194,0,0.25,4,1.65
3400,183,2,1.2,3,1.65
3401,129,3,1.35,4,1.55
3402,77,1,0.6,1,0.45
3403,171,2,1.15,2,1.6
3404,15,0,0.85,4,1.8
3405,53,2,1.65,2,0.85
3406,99,1,0.75,0,0.1
3407,80,4,0.55,1,0.75
3408,140,4,1.75,2,0.6
3409,35,1,0.8,2,0.1
3410,161,0,0.65,3,1.55
3411,48,2,1.4,2,0.15
3412,186,1,0.75,0,0.15
3413,191,0,0.85,2,1.15
3414,85,1,1.0,4,1.8
3415,129,0,0.8,1,0.8
3416,22,4,0.2,4,0.3
3417,8,2,1.0,1,0.1
3418,177,2,1.85,3,1.7
3419,148,4,0.6,4,0.1
3420,159,2,0.65,1,0.9
3421,3,0,0.4,4,1.4
3422,112,4,1.3,1,0.95
3423,32,0,0.75,0,0.65
3424,106,2,0.45,4,1.7
3425,42,4,1.05,4,0.25
3426,76,4,2.0,2,0.55
3427,55,2,1.5,2,1.85
3428,180,4,1.85,0,0.45
3429,189,2,1.0,1,0.35
3430,32,4,1.0,2,0.2
3431,145,2,0.75,2,0.45
3432,199,0,0.95,4,1.35
3433,32,0,0.55,4,1.5
3434,115,4,1.65,2,0.55
3435,106,3,1.35,1,0.5
3436,140,4,0.95,3,1.7
3437,151,3,1.4,3,1.2
3438,14,2,0.3,2,0.25
3439,9,0,0.7,1,0.75
3440,110,2,0.85,1,0.9
3441,142,3,2.0,1,0.85
3442,152,1,0.75,3,1.55
3443,196,4,1.5,2,1.8
3444,5,2,0.6,3,1.75
3445,147,1,0.9,4,1.9
3446,140,3,1.65,2,1.05
3447,194,1,0.05,2,0.8
3448,177,1,0.8,0,0.65
3449,134,4,0.85,1,0.7
3450,163,1,0.35,1,1.0
3451,126,3,1.55,3,1.7
3452,72,1,0.1,4,0.55
3453,156,3,1.1,4,1.6
3454,116,4,0.05,0,0.3
3455,168,3,1.85,2,1.4
3456,111,0,0.95,2,1.15
3457,194,0,0.1,0,0.45
3458,58,1,0.05,3,2.0
3459,175,4,0.35,3,1.85
3460,136,0,0.25,2,0.5
3461,102,4,0.9,1,0.4
3462,195,4,1.15,4,1.65
3463,58,2,0.55,2,0.8
3464,27,0,0.45,0,0.3
3465,27,2,1.85,4,1.8
3466,192,4,0.85,0,0.4
3467,58,3,1.25,4,1.8
3468,6,3,1.2,0,0.15
3469,30,1,0.3,2,0.9
3470,46,3,1.05,3,1.75
3471,168,4,0.75,1,0.45
3472,8,0,0.4,2,1.35
3473,173,3,1.3,3,1.5
3474,8,4,1.0,1,0.7
3475,199,2,0.15,3,1.9
3476,1,3,1.45,4,1.15
3477,143,3,2.0,0,0.25
3478,130,4,1.5,0,0.75
3479,166,4,0.6,4,0.1
3480,105,0,0.95,1,0.35
3481,54,0,0.85,3,1.9
3482,138,0,0.1,1,0.35
3483,183,0,0.5,2,0.35
3484,98,3,1.65,3,1.9
3485,91,0,0.95,4,0.85
3486,84,2,0.15,4,0.7
3487,129,4,1.9,2,1.45
3488,124,0,0.4,0,0.25
3489,35,2,1.95,0,0.45
3490,17,2,1.95,0,0.55
3491,50,1,0.6,3,1.45
3492,169,4,0.35,1,0.2
3493,170,3,1.2,4,1.35
3494,156,3,1.45,2,0.25
3495,63,0,0.65,2,1.2
3496,31,4,0.25,1,0.45
3497,148,4,1.15,0,1.0
3498,135,2,1.75,4,1.15
3499,137,1,0.9,2,1.45
3500,56,1,0.7,2,1.6
3501,100,1,0.1,2,0.25
3502,98,3,1.15,4,1.6
3503,36,4,0.3,2,1.4
3504,182,2,1.25,1,1.0
3505,198,0,0.9,2,1.95
3506,84,2,0.5,1,0.4
3507,101,1,0.5,0,0.15
3508,165,0,0.6,4,1.55
3509,127,4,1.95,0,0.05
3510,3,3,1.1,0,0.55
3511,164,3,1.8,4,0.05
3512,118,3,2.0,0,0.8
3513,95,2,1.95,1,0.1
3514,185,2,1.55,0,0.45
3515,12,2,0.6,0,0.25
3516,63,2,1.55,2,1.7
3517,111,0,0.7,2,1.65
3518,196,0,0.35,1,0.6
3519,66,1,0.05,0,0.8
3520,66,3,1.45,4,0.55
3521,173,0,0.8,4,0.05
3522,103,4,0.25,4,0.85
3523,35,3,1.45,0,0.85
3524,128,2,0.6,2,0.25
3525,87,3,1.25,4,1.3
3526,92,4,0.2,0,0.95
3527,137,2,1.9,1,0.2
3528,61,0,0.6,1,0.25
3529,122,1,0.45,3,1.2
3530,175,0,0.6,2,0.35
3531,155,3,1.3,4,1.45
3532,128,4,0.05,1,0.65
3533,107,3,1.45,4,0.7
3534,175,1,0.2,0,0.15
3535,169,0,0.65,2,0.85
3536,11,2,0.7,3,1.45
3537,185,2,1.4,4,1.85
3538,128,2,1.55,3,1.6
3539,52,1,1.0,2,1.5
3540,167,0,0.2,4,0.25
3541,25,4,1.0,4,1.4
3542,191,2,1.3,4,0.15
3543,145,3,1.9,3,1.75
3544,2,0,0.95,3,1.9
3545,97,0,0.25,4,0.1
3546,79,4,1.45,2,1.15
3547,46,4,0.75,3,1.8
3548,144,3,1.65,1,0.6
3549,15,4,0.8,1,0.75
3550,23,0,1.0,0,0.55
3551,176,0,0.15,4,1.2
3552,197,2,1.3,1,0.85
3553,25,0,0.45,0,0.2
3554,100,3,1.7,3,1.95
3555,3,0,0.5,0,0.35
3556,171,0,0.05,4,0.55
3557,167,3,1.6,4,0.9
3558,148,0,0.75,3,1.5
3559,165,4,0.95,0,0.6
3560,149,1,0.8,3,1.8
3561,95,3,1.7,1,0.2
3562,78,1,0.75,1,0.4
3563,194,4,1.4,1,0.05
3564,192,1,0.35,1,0.7
3565,191,4,0.1,0,0.9
3566,148,4,1.95,3,2.0
3567,72,2,1.6,1,0.2
3568,102,4,1.6,1,0.25
3569,70,1,0.75,0,1.0
3570,18,1,0.95,4,0.05
3571,12,3,1.85,1,0.7
3572,150,0,0.9,2,0.65
3573,86,1,0.3,2,1.1
3574,129,4,0.85,2,1.3
3575,7,0,0.8,2,1.7
3576,199,1,0.7,3,1.5
3577,162,2,1.15,4,1.35
3578,184,1,0.95,2,0.5
3579,35,1,0.7,2,0.05
3580,65,4,1.1,4,1.15
3581,111,3,1.55,4,1.3
3582,131,3,1.25,1,0.9
3583,141,2,1.4,0,0.95
3584,146,4,1.75,1,0.6
3585,10,4,0.45,1,0.35
3586,176,2,0.8,2,0.25
3587,65,3,1.65,1,0.85
3588,185,0,1.0,0,0.35
3589,57,2,1.0,0,0.5
3590,8,4,1.15,4,0.25
3591,50,4,1.4,2,0.2
3592,155,3,1.15,2,1.1
3593,199,1,0.8,4,1.15
3594,3,0,0.35,3,2.0
3595,199,2,1.9,4,1.7
3596,175,1,0.65,2,0.7
3597,144,3,1.55,0,0.3
3598,143,3,1.3,2,0.9
3599,16,2,1.3,0,0.1
3600,143,4,0.3,2,1.0
3601,137,0,0.4,1,0.9
3602,98,0,0.95,3,1.65
3603,147,2,1.8,4,0.6
3604,95,1,0.1,4,1.05
3605,79,2,1.35,1,0.8
3606,47,2,1.65,3,1.55
3607,151,1,0.4,1,0.65
3608,97,1,0.65,3,1.8
3609,87,3,1.2,2,1.0
3610,150,3,1.9,3,1.55
3611,137,1,0.55,2,1.15
3612,55,1,0.05,4,1.85
3613,171,4,1.25,1,0.5
3614,83,4,1.0,4,0.55
3615,131,0,0.05,4,0.55
3616,140,4,1.7,4,0.65
3617,54,3,1.3,2,1.25
3618,49,1,0.45,0,0.5
3619,106,1,0.05,3,1.35
3620,44,1,0.25,2,0.45
3621,104,4,1.4,3,1.95
3622,106,2,1.05,0,0.3
3623,83,4,1.35,0,0.45
3624,114,1,0.8,2,0.05
3625,174,2,1.05,1,0.25
3626,159,3,1.3,2,1.7
3627,99,1,0.4,2,1.7
3628,34,0,0.4,4,1.85
3629,154,3,1.75,2,0.3
3630,24,4,0.4,3,1.55
3631,167,2,1.45,4,0.35
3632,27,0,0.9,4,1.0
3633,20,2,1.35,0,0.5
3634,138,4,0.25,0,0.85
3635,161,1,0.95,3,1.1
3636,94,2,1.15,0,0.75
3637,133,3,1.7,2,0.2
3638,152,1,0.5,4,0.75
3639,44,4,0.65,1,0.55
3640,139,0,0.2,3,1.7
3641,43,0,0.6,1,0.95
3642,41,2,0.55,1,0.9
3643,138,1,0.85,0,0.65
3644,187,4,1.55,2,0.55
3645,30,4,1.25,3,1.55
3646,143,0,0.05,1,0.5
3647,140,4,0.7,0,0.05
3648,187,4,0.4,3,1.15
3649,99,0,0.5,4,0.3
3650,97,4,0.15,1,0.05
3651,67,3,1.15,1,0.05
3652,86,4,0.05,0,0.55
3653,28,4,1.6,2,0.7
3654,195,1,0.15,2,1.2
3655,47,1,0.1,2,1.05
3656,46,1,0.4,3,1.65
3657,143,3,1.35,4,0.55
3658,126,2,1.95,0,0.65
3659,99,4,0.75,2,0.75
3660,25,1,0.45,4,1.5
3661,47,4,1.8,4,0.05
3662,174,1,0.2,0,0.2
3663,183,4,0.8,4,0.45
3664,12,0,0.05,2,1.2
3665,10,1,0.75,0,0.55
3666,14,3,1.25,0,0.9
3667,18,1,0.3,0,0.2
3668,163,1,0.5,2,0.45
3669,54,0,0.7,4,0.5
3670,3,1,0.05,0,0.65
3671,17,0,0.9,0,0.25
3672,134,3,1.9,0,0.25
3673,62,4,0.7,2,1.45
3674,152,4,0.25,1,0.6
3675,8,2,1.55,1,0.1
3676,103,1,0.55,3,1.65
3677,141,0,1.0,2,1.1
3678,151,1,0.3,1,0.4
3679,166,2,1.8,1,0.05
3680,125,0,1.0,0,0.55
3681,192,2,0.8,2,1.8
3682,96,2,1.65,1,0.6
3683,72,0,0.7,1,0.75
3684,47,1,0.45,2,1.5
3685,60,2,0.2,4,0.15
3686,14,3,1.55,1,0.05
3687,59,4,1.6,4,0.4
3688,10,1,0.9,0,0.1
3689,131,4,0.1,1,0.05
3690,79,3,1.6,0,0.3
3691,65,1,0.25,0,0.15
3692,155,1,0.1,3,1.3
3693,113,2,1.65,4,0.95
3694,29,2,0.8,2,1.9
3695,182,4,1.15,3,1.85
3696,147,4,0.8,2,0.2
3697,180,4,1.6,3,1.5
3698,125,1,0.1,4,1.1
3699,100,1,0.5,3,1.1
3700,17,4,0.5,2,0.1
3701,47,2,0.4,2,1.8
3702,44,2,1.15,3,1.5
3703,49,0,0.3,4,0.65
3704,46,2,1.7,2,1.65
3705,144,1,0.4,0,0.25
3706,140,3,1.3,0,0.05
3707,141,2,0.95,4,1.4
3708,37,4,0.6,2,1.35
3709,73,3,1.6,0,0.4
3710,150,2,1.1,0,0.05
3711,51,1,0.25,2,1.9
3712,133,3,1.85,0,0.15
3713,95,3,1.25,2,0.85
3714,192,2,0.55,1,0.1
3715,130,1,0.5,2,1.0
3716,102,1,0.95,4,0.9
3717,34,4,0.7,0,0.25
3718,57,0,0.9,4,1.65
3719,75,2,0.45,2,0.5
3720,144,0,0.45,3,1.65
3721,40,3,1.85,0,0.55
3722,174,4,0.3,4,1.15
3723,86,1,0.9,4,0.1
3724,124,2,1.35,4,1.85
3725,125,0,0.75,0,0.55
3726,88,2,0.7,3,1.65
3727,47,2,1.5,2,0.5
3728,3,3,1.15,2,1.85
3729,129,2,1.55,3,1.15
3730,115,2,0.85,4,0.5
3731,18,0,0.8,4,1.35
3732,65,1,0.2,3,1.45
3733,13,2,1.15,0,0.8
3734,20,1,0.3,0,0.05
3735,12,4,0.6,4,0.7
3736,60,4,1.15,3,1.55
3737,20,1,0.05,1,0.95
3738,43,2,1.6,1,0.4
3739,156,1,0.85,4,1.85
3740,142,2,1.85,4,1.05
3741,59,1,0.15,1,0.1
3742,76,2,1.0,4,0.1
3743,101,1,0.8,0,0.65
3744,144,0,0.1,0,0.6
3745,74,0,0.35,1,1.0
3746,55,0,0.05,1,0.7
3747,87,4,0.8,2,0.5
3748,186,0,0.45,0,0.7
3749,191,1,0.9,4,0.45
3750,109,3,1.5,1,0.9
3751,85,4,0.5,1,0.2
3752,153,2,1.4,3,1.25
3753,6,1,0.65,3,1.8
3754,7,4,1.25,4,1.1
3755,189,3,2.0,1,0.25
3756,79,0,0.55,1,0.85
3757,86,2,1.2,3,1.35
3758,83,1,0.75,3,1.55
3759,25,4,0.9,0,0.15
3760,135,3,1.65,1,0.85
3761,193,0,0.9,4,0.75
3762,109,2,0.1,0,1.0
3763,133,2,1.05,4,0.5
3764,121,0,0.5,3,2.0
3765,135,3,1.35,1,0.5
3766,169,0,0.5,4,1.1
3767,188,4,1.35,3,1.75
3768,152,0,0.1,3,1.95
3769,28,2,0.9,0,0.8
3770,54,3,1.95,4,1.85
3771,183,3,1.85,3,1.1
3772,26,3,1.45,2,0.25
3773,148,0,0.9,2,0.05
3774,164,2,1.1,2,0.8
3775,11,1,0.95,3,1.3
3776,4,0,0.55,4,1.45
3777,121,2,1.35,4,2.0
3778,162,0,0.4,3,1.4
3779,188,3,1.55,4,0.95
3780,13,2,0.9,0,0.75
3781,105,0,0.65,2,0.6
3782,181,2,0.45,0,0.2
3783,134,3,2.0,4,1.8
3784,27,2,1.15,1,0.05
3785,22,1,0.45,1,0.6
3786,193,1,0.45,2,0.45
3787,27,2,0.95,0,0.15
3788,58,0,0.2,1,0.6
3789,139,0,0.55,0,0.8
3790,164,2,0.85,2,1.65
3791,63,1,0.35,0,0.5
3792,101,0,0.7,4,0.7
3793,67,2,1.15,3,1.3
3794,116,1,0.35,2,0.4
3795,79,4,0.05,0,0.45
3796,65,0,0.9,4,1.65
3797,53,4,0.55,0,0.35
3798,1,2,1.3,1,0.45
3799,31,0,0.2,0,1.0
3800,166,4,1.5,4,0.05
3801,134,0,0.7,4,0.9
3802,155,3,1.15,1,0.4
3803,143,3,1.95,1,0.4
3804,182,4,1.95,1,0.8
3805,78,2,1.0,2,0.75
3806,124,1,0.1,2,0.1
3807,158,4,0.9,0,0.8
3808,81,0,0.6,2,0.1
3809,57,2,1.35,2,1.6
3810,86,3,1.1,0,0.9
3811,29,2,0.65,2,1.3
3812,135,4,0.75,2,0.35
3813,22,4,1.05,4,1.6
3814,27,0,0.85,1,0.05
3815,62,1,0.65,2,0.4
3816,104,3,1.2,1,0.15
3817,102,3,1.7,4,1.95
3818,198,1,0.25,2,0.6
3819,157,3,1.95,4,1.7
3820,52,2,1.1,3,1.25
3821,25,3,1.95,0,0.95
3822,44,2,0.45,2,0.85
3823,23,3,1.95,3,1.45
3824,26,4,1.6,2,1.8
3825,132,3,1.5,1,0.9
3826,2,4,1.85,0,0.3
3827,165,0,0.55,1,0.6
3828,47,1,0.95,3,1.35
3829,124,0,0.4,1,0.65
3830,72,3,1.8,2,1.6
3831,164,0,0.6,2,0.85
3832,6,4,1.75,1,0.55
3833,55,1,0.95,1,0.7
3834,119,2,0.1,1,0.05
3835,71,2,0.35,0,0.2
3836,144,0,0.65,1,0.45
3837,133,2,1.75,1,0.65
3838,6,3,1.7,0,0.05
3839,62,1,0.6,4,0.15
3840,131,0,0.6,3,2.0
3841,73,4,2.0,4,0.05
3842,154,0,0.3,0,0.15
3843,71,2,1.95,4,1.9
3844,67,2,1.15,4,0.75
3845,66,0,0.95,0,0.35
3846,155,1,0.05,1,0.8
3847,50,0,0.6,2,1.65
3848,114,2,0.9,3,1.25
3849,177,4,1.8,1,0.65
3850,176,4,0.15,1,0.8
3851,84,0,0.9,2,1.0
3852,67,4,1.7,4,0.95
3853,11,1,0.4,1,0.45
3854,140,3,1.25,2,0.6
3855,93,4,1.5,1,0.3
3856,2,0,0.6,3,1.15
3857,32,1,0.7,2,1.9
3858,56,1,0.7,2,1.75
3859,184,2,0.65,3,1.45
3860,52,4,0.9,1,0.15
3861,154,0,0.05,3,1.6
3862,124,3,1.3,3,1.95
3863,73,1,0.65,0,0.35
3864,130,2,0.75,0,0.85
3865,182,1,0.65,0,0.3
3866,152,3,1.9,3,1.45
3867,48,0,0.1,3,2.0
3868,31,2,0.6,3,1.75
3869,195,2,1.2,1,0.4
3870,69,2,0.75,1,0.25
3871,15,4,1.2,1,0.9
3872,49,4,1.8,1,0.1
3873,159,2,0.3,4,0.25
3874,69,1,0.95,0,0.1
3875,99,2,1.95,2,1.6
3876,199,4,1.05,3,1.8
3877,15,2,0.9,1,0.1
3878,61,0,0.65,1,0.4
3879,72,1,0.45,4,1.95
3880,36,1,1.0,2,1.0
3881,100,4,0.75,1,0.1
3882,46,2,0.95,4,0.55
3883,166,1,0.6,1,0.55
3884,7,4,1.1,2,0.4
3885,42,4,1.85,0,0.6
3886,22,4,0.85,2,1.25
3887,194,3,1.5,0,0.6
3888,123,2,1.3,2,0.7
3889,183,0,0.15,3,1.1
3890,77,3,1.1,2,0.55
3891,99,2,0.35,2,1.9
3892,134,1,0.95,3,1.25
3893,89,1,0.85,0,0.6
3894,55,1,0.25,3,1.75
3895,36,1,1.0,0,0.45
3896,105,1,0.7,3,1.2
3897,45,0,0.05,2,1.6
3898,75,1,0.4,1,0.35
3899,36,0,0.05,2,1.55
3900,77,0,0.6,1,0.85
3901,38,3,1.65,2,0.55
3902,133,3,1.95,2,0.4
3903,168,0,0.65,0,0.25
3904,163,3,1.95,0,0.6
3905,31,3,1.6,2,1.05
3906,130,3,1.85,4,1.6
3907,116,4,0.3,4,0.4
3908,198,4,1.5,0,0.85
3909,126,3,1.85,2,1.8
3910,177,3,1.8,2,0.55
3911,134,0,0.45,2,1.55
3912,97,0,0.7,3,2.0
3913,35,0,0.2,3,1.9
3914,17,0,0.25,4,1.35
3915,151,2,1.05,0,0.5
3916,96,4,0.7,2,1.15
3917,158,2,1.55,3,1.55
3918,165,1,0.5,4,1.95
3919,155,1,0.25,4,1.5
3920,171,0,0.65,3,1.1
3921,105,3,1.6,4,1.85
3922,136,4,0.3,0,0.05
3923,117,4,1.25,2,1.8
3924,149,1,1.0,2,0.75
3925,125,1,0.45,4,0.85
3926,168,0,0.45,3,1.45
3927,70,2,1.5,2,0.4
